id,geometry_type,coordonnees,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,nom_fs,etab_adr,ouverture_jour,annee,etablissement_type,secteur,ministere_tutelle,services_proposes
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_d4,Point,"[1.57772954,6.40257921]",Maritime,Vo,Vo 1,Vo-Koutimé,Vo,Cabinet Medical Dieu S'En Charge,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2020,USP 1,ONG,MSHPAUS,"{Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_d5,Point,"[1.23984141,6.13583259]",Maritime,Golfe,Golfe 1,Bè-Est,Golfe 1,Cabinet Medical Dieu Sauve,Nsp,"{Lundi,Mercredi,Jeudi,Vendredi,Dimanche,Samedi}",2017,USP 1,Privé,MSHPAUS,"{Services de laboratoire,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_d6,Point,"[1.17641204,6.18773871]",Maritime,Golfe,Golfe 5,Aflao-Gakli,Golfe 5,Cabinet Medical Dr Kuzeawu,06 BP 6162,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2019,USP 1,Privé,MSHPAUS,{Traitement}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_d7,Point,"[1.14635173,6.27057921]",Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Agoe-nyive 2,Cabinet Medical Espace Vie,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2021,USP 1,Privé,MSHPAUS,{autre}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_d8,Point,"[1.25570189,6.14943305]",Maritime,Golfe,Golfe 1,Bè-Est,Golfe 1/ be,Cabinet Medical du Rocher,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Nsp,USP 1,Privé,MSHPAUS,{autre}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_d9,Point,"[1.20020015,6.27509921]",Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,Agoé niyve 4,Cabinet Medical Ebenezer,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,USP 2,Privé,MSHPAUS,"{Chirurgie generale,Services d accouchement,Services de CPC,Diagnostic ou traitement du paludisme}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_da,Point,"[1.21064939,6.26452687]",Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,Agoe nyive,Cabinet Medical Inchallah,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",2011,USP 1,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_db,Point,"[1.25682008,6.13878192]",Maritime,Golfe,Golfe 1,Bè-Est,Golfe,Cabinet Medical Efanam-Lo,BP 80228,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2019,USP 1,Privé,MSHPAUS,{autre}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_dc,Point,"[1.1441802,6.19430535]",Maritime,Golfe,Golfe 7,Aflao-Sagbado,Golfe,Cabinet Médical El Rapha,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2006,USP 1,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_dd,Point,"[1.36330953,6.17753335]",Maritime,Golfe,Golfe 6,Baguida,Golfe6/kpogan,Cabinet Medical El Shadai,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Nsp,USP 1,Privé,Nsp,"{Diagnostic ou traitement du paludisme,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_de,Point,"[1.24749886,6.14727852]",Maritime,Golfe,Golfe 1,Bè-Est,Be,Cabinet Medical El-Gibbor,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Dimanche,Samedi}",Nsp,USP 1,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Service d urgence,Service de reeducation fonctionnelle,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_df,Point,"[1.52800116,6.3355957]",Maritime,Vo,Vo 1,Vogan,Vo,Cabinet Medical Eliada,BP 25 Vogan,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2015,USP 1,Privé,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic ou traitement du paludisme,Services de conseil et de depistage du VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,autre,Traitement antiretroviral (VIH-SIDA)}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_e0,Point,"[1.19859622,6.25294754]",Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agoe nyive,Cabinet Medical Esperance,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,USP 1,Privé,MSHPAUS,{Diagnostic ou traitement du paludisme}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_e1,Point,"[1.27407225,6.15947523]",Maritime,Golfe,Golfe 1,Bè-Est,Golfe,Cabinet Medical Germinal,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Dimanche,Samedi}",1995,USP 2,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_e2,Point,"[1.2201187,6.22785625]",Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agoe nyive,Cabinet Medical Gethsemane,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2020,USP 1,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,Services d accouchement}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_e3,Point,"[1.12752217,6.22117879]",Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Agoe nyeve,Cabinet Médical God Can,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2018,USP 1,Privé,MSHPAUS,"{Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Service d urgence,Services de conseil et de depistage du VIH,Services de planification familiale,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Traitement antiretroviral (VIH-SIDA)}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_e4,Point,"[1.22715903,6.26877833]",Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,Agoe nyive,Cabinet Medical God Is Good,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2020,USP 1,Privé,MSHPAUS,{Diagnostic ou traitement du paludisme}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_e5,Point,"[1.14867153,6.18485118]",Maritime,Golfe,Golfe 7,Aflao-Sagbado,Golfe,Cabinet Medical Grace Divine 2,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2018,USP 2,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,Services de sante destines aux adolescents,Services d accouchement,Services de consultations prenatales}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_e6,Point,"[1.11383262,6.2071769]",Maritime,Golfe,Golfe 7,Aflao-Sagbado,Golfe,Cabinet Médical Grâce Divine,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2020,USP 2,Privé,MSHPAUS,{autre}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_e7,Point,"[1.12575977,6.21550556]",Maritime,Golfe,Golfe 7,Aflao-Sagbado,Golfe,Cabinet Medical Grace Plus,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2020,USP 1,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de soins curatifs de l enfant,Services de sante destines aux adolescents}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_e8,Point,"[1.34188067,6.16858196]",Maritime,Golfe,Golfe 6,Baguida,Golfe6 /baguida,Cabinet Medical HONG Tai,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2020,USP 1,Privé,Nsp,{autre}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_e9,Point,"[1.10942171,6.25010489]",Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Agoe nyive,Cabinet Médical Hôpital Sancta Maria,Nsp,"{Lundi,Mercredi,Samedi}",Nsp,USP 1,Privé,MSHPAUS,{autre}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_ea,Point,"[1.12382307,6.17653144]",Maritime,Golfe,Golfe 7,Aflao-Sagbado,Golfe,Cabinet Medical Hosanna,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2022,USP 1,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,Services de sante destines aux adolescents}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_eb,Point,"[1.25580366,6.21077208]",Maritime,Golfe,Golfe 1,Bè-Est,Golfe 1,Cabinet Medical Israel,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2012,USP 1,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Services de soins curatifs de l enfant}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_ec,Point,"[1.16788663,6.67671671]",Maritime,Zio,Zio 3,Agbélouvé,Zio/agbelouve,Cabinet Medical Jardin de la Resurrection,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2015,USP 1,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,Services d accouchement,Services de vaccination de l enfant,Services de CPC,Services de consultations prenatales,autre,Services de soins curatifs de l enfant,Services de laboratoire}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_ed,Point,"[1.14782422,6.24887192]",Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Agoe 2,Cabinet Medical Jehovah Guerrit,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",2021,USP 1,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,Services de sante destines aux adolescents,Services de soins curatifs de l enfant}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_ee,Point,"[1.22140106,6.25355481]",Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,Agoe -nyive,Cabinet Medical Jehovah Rafael 2,Nsp,"{Dimanche,Samedi,Vendredi,Mercredi,Mardi,Lundi}",2020,USP 1,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,Services d accouchement,Services de CPC}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_ef,Point,"[1.3273542,6.18395515]",Maritime,Golfe,Golfe 6,Baguida,Golfe/baguida,Cabinet Medical Jehovah Ropheka,BP2111,"{Lundi,Mercredi,Mardi,Jeudi,Vendredi,Samedi,Dimanche}",2018,USP 1,Privé,MSHPAUS,"{Services d accouchement,Services de consultations prenatales,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_f0,Point,"[1.16830074,6.17720179]",Maritime,Golfe,Golfe 7,Aflao-Sagbado,Golfe 5,Cabinet Medical Jerusalem,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2022,USP 1,Privé,MSHPAUS,"{Services d accouchement,Services de consultations prenatales,Services de vaccination de l enfant,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_f1,Point,"[1.12398981,6.20292526]",Maritime,Golfe,Golfe 7,Aflao-Sagbado,Golfe,Cabinet Medical Jesus En Action,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2012,USP 1,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_f2,Point,"[1.24349457,6.31860994]",Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Agoe nyive,Cabinet Medical Jesus Est la Solution,Nsp,"{Jeudi, Lundi, Mardi, Mercredi, Samedi, Vendredi}",2021,USP 1,Privé,MEPSTA,"{Services d accouchement, Services de consultations prenatales}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_f3,Point,"[1.14799241,6.25800775]",Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Kove,Cabinet Medical Jesus Est la Solution,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,USP 1,Privé,MSHPAUS,{autre}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_f4,Point,"[1.12436102,6.19502238]",Maritime,Golfe,Golfe 7,Aflao-Sagbado,Golfe,Cabinet Medical Jésus Sauve,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,USP 1,Privé,MSHPAUS,"{Services d accouchement,Services de consultations prenatales,Services de sante destines aux adolescents,Soins obstetricaux et neonatals d urgence complets}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_f5,Point,"[1.12355668,6.20461615]",Maritime,Golfe,Golfe 7,Aflao-Sagbado,Golfe,Cabinet Medical Jordane,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2018,USP 1,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,Service d urgence,Services de sante destines aux adolescents,Services de soins curatifs de l enfant}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_f6,Point,"[1.21272471,6.22734905]",Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agoé niyve,Cabinet Medical la Benediction,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",2011,USP 1,Privé,MSHPAUS,"{Services d accouchement,Services de CPC,Diagnostic ou traitement du paludisme,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_f7,Point,"[1.21402567,6.16113332]",Maritime,Golfe,Golfe 3,Bè-Ouest,Golf,Cabinet Medical la Bretelle (ONG Medes),Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,USP 1,ONG,MSHPAUS,"{Services de conseil et de depistage du VIH,Traitement antiretroviral (VIH-SIDA)}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_f8,Point,"[1.14139788,6.27256563]",Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Agoe 2,Cabinet Medical la Charite,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2015,USP 2,Privé,MSHPAUS,{autre}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_f9,Point,"[1.1829254,6.17028395]",Maritime,Golfe,Golfe 7,Aflao-Sagbado,Golfe,Cabinet Misericorde,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2017,USP 1,Privé,MSHPAUS,{Services d accouchement}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_fa,Point,"[1.24580961,6.21168062]",Maritime,Golfe,Golfe 1,Bè-Est,Golfe,Cabinet Médical la Charite,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,USP 1,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Services d accouchement,Services de vaccination de l enfant}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_fb,Point,"[1.15950832,6.26287474]",Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Kove,Cabinet Médical la Charité 4,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2019,USP 1,Privé,MSHPAUS,"{Gyneco-obstetrique,Services d accouchement,Services de consultations prenatales,Services de CPC}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_fc,Point,"[1.17941332,6.22930877]",Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agoe,Cabinet Médical la Clémence,Nsp,Nsp,Nsp,USP 2,Privé,Nsp,{Traitement}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_fd,Point,"[1.19374757,6.17266547]",Maritime,Golfe,Golfe 5,Aflao-Gakli,Golfe,Cabinet Medical la Compassion,21 BP 43,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",2005,Hopital 1,Privé,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Gyneco-obstetrique,Service d imagerie medicale,Service d urgence,Service de reeducation fonctionnelle,Services d accouchement,Service de transfusion sanguine,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Soins obstetricaux et neonatals d urgence complets,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA),autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_fe,Point,"[1.22038243,6.21963763]",Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Ago-nyive,Cabinet Medical la Discretion,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",2018,USP 2,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,Service d urgence,Services d accouchement,Services de consultations prenatales,Services de CPC,Services de soins curatifs de l enfant}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_ff,Point,"[0.63788984,6.89764276]",Plateaux,Kloto,Kloto 1,Agome-Kpalime,Kloto,Cabinet Medical la Foi,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2017,USP 1,Privé,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Diagnostic ou traitement du paludisme,Services de conseil et de depistage du VIH,Services de laboratoire,Services de sante destines aux adolescents,Services de soins curatifs de l enfant}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_100,Point,"[1.14737,6.17641]",Maritime,Golfe,Golfe 7,Aflao-Sagbado,Golfe,Cabinet Medical la Foi,Nsp,"{Lundi,Mardi,Jeudi,Vendredi,Samedi,Dimanche}",2012,USP 1,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Prevention de la transmission mere-enfant VIH,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_101,Point,"[1.16384902,6.26400296]",Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Legbassito,Cabinet Medical la Grace 5 (Secours Medical la Grace),Nsp,"{Lundi,Mardi,Jeudi,Mercredi,Vendredi,Samedi}",2018,USP 2,Privé,MSHPAUS,{autre}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_102,Point,"[1.18275684,9.54560122]",Kara,Kozah,Kozah 1,Commune De Kara,Lama,Cabinet Médical la Fraternité,BP 239,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2016,USP 2,Privé,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Services de conseil et de depistage du VIH,Services de laboratoire,Services de soins curatifs de l enfant}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_103,Point,"[1.20063483,6.26080835]",Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,Agoé 4,Cabinet Medical la Gloire,Nsp,"{Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",2019,USP 2,Privé,Nsp,"{Diagnostic ou demande d examen de crachats,Service de transfusion sanguine,Services de planification familiale,Services d accouchement,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_104,Point,"[1.16993762,6.22829687]",Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agoe nyive / vakpossito,Cabinet Medical la Grace (Secours Medical la Grace),Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",2021,USP 2,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,Services d accouchement,Services de consultations prenatales,Services de CPC,Services de planification familiale,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_105,Point,"[1.3071736,6.16937406]",Maritime,Golfe,Golfe 6,Baguida,Golfe/baguida,Cabinet Medical la Grace (Secours Medical la Grace),Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,USP 2,Privé,MSHPAUS,{autre}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_106,Point,"[1.2150457,6.15697905]",Maritime,Golfe,Golfe 3,Bè-Ouest,Golfe 3,Cabinet Medical la Grace (Secours Medical la Grace) 3,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2021,USP 2,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,Services de conseil et de depistage du VIH}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_107,Point,"[1.15431729,6.27053895]",Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Agoè nyive 2,Cabinet Medical la Grace (Secours Medical la Grace),Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2021,USP 2,Privé,MSHPAUS,{autre}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_108,Point,"[1.31786452,6.17420217]",Maritime,Golfe,Golfe 6,Baguida,Golfe 6 baguida elo-kope,Cabinet Medical la Grace 2 (Secours Medical la Grace),Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2002,USP 2,Privé,MSHPAUS,{autre}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_109,Point,"[1.22344126,6.35432731]",Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Agoe-nyive,Cabinet Medical la Grace (Secours Medical la Grace),Nsp,"{Dimanche, Jeudi, Lundi, Mardi, Mercredi, Samedi, Vendredi}",2022,USP 2,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme, Services d accouchement}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_10a,Point,"[1.3134115,6.18068657]",Maritime,Golfe,Golfe 6,Baguida,Golfe/baguida,Cabinet Medical la Grace de Dieu,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Dimanche,Samedi}",Nsp,USP 1,Privé,MSHPAUS,"{Services d accouchement,Gyneco-obstetrique}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_10b,Point,"[1.14574051,6.25388204]",Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Agoe-nyive,Cabinet Medical la Grace Divine,Nsp,"{Lundi,Mercredi,Vendredi,Dimanche}",2021,Case de Sante Informelle,Privé,MSHPAUS,"{Services d accouchement,Services de consultations prenatales,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_10c,Point,"[1.35499939,6.17495642]",Maritime,Golfe,Golfe 6,Baguida,Golfe6/baguida,Cabinet Medical la Grace Divine,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2016,USP 1,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,Services d accouchement,Services de consultations prenatales,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_10d,Point,"[1.03590074,6.27084985]",Maritime,Avé,Avé 2,Noépé,Ave2/noepe,Cabinet Medical la Main de Dieu,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2020,USP 1,ONG,MSHPAUS,{Diagnostic ou traitement du paludisme}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_10e,Point,"[1.14534555,6.25736549]",Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Agoe 2,Cabinet Medical la Main de Dieu,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2021,USP 1,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,Service d urgence,Services de soins curatifs de l enfant,Services de sante destines aux adolescents}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_10f,Point,"[1.18375002,6.95643002]",Plateaux,Haho,Haho 1,Notsé,Haho /notse,Cabinet Medical la Main de Dieu,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",2020,USP 1,Privé,MSHPAUS,"{Chirurgie generale,Services d accouchement,Services de consultations prenatales,Services de planification familiale,Services de vaccination de l enfant}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_110,Point,"[1.41174546,6.35660675]",Maritime,Vo,Vo 4,Hahotoé,Vo,Cabinet Medical la Main de Dieu,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2010,USP 1,Privé,Néant,"{autre,Diagnostic ou traitement du paludisme,Services de CPC,Diagnostic ou demande d examen de crachats,Services de soins curatifs de l enfant,Stockage medicaments vaccins produits contraceptifs}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_111,Point,"[1.208673,6.418364]",Maritime,Zio,Zio 1,Tsévié,Tsevie                                            ,Aidss Secours Cdea                                ,90051262,N/a,N/a,USP 1,ONG,N/a,N/a
