id,geometry_type,coordonnees,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,nom_fs,etab_adr,ouverture_jour,annee,etablissement_type,secteur,ministere_tutelle,services_proposes
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-41,Point,"[1.080265,8.83153833]",Centrale,Tchaoudjo,Tchaoudjo 2,Lama-Tessi,Tchaoudjo,Case de Sante de Lama-Tessi ZONGo,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Case de Sante Informelle,Privé,Nsp,{autre}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-40,Point,"[1.13038719,9.82883995]",Kara,Doufelgou,Doufelgou 1,Ténéga,Doufelgou,Case de Santé de Natoun,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1998,Case de Sante Informelle,Communautaire,MSHPAUS,"{autre,Services de consultations prenatales,Services d accouchement,Diagnostic ou traitement du paludisme,Services de soins curatifs de l enfant}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-3f,Point,"[1.46814803,6.40632909]",Maritime,Vo,Vo 4,Akoumapé,Vo/akoumape,Case de Sante de Tigoe,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2008,Case de Sante Informelle,Privé,MSHPAUS,"{Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Service d urgence,Services d accouchement,Services de consultations prenatales,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de soins curatifs de l enfant,Services de vaccination de l enfant}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-3e,Point,"[1.53824659,6.99013395]",Plateaux,Haho,Haho 2,Asrama,Zokouve,Case de Sante de Zokouve,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,Case de Sante Informelle,Privé,MSHPAUS,"{Services d accouchement,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-3d,Point,"[1.19412089,7.78311345]",Plateaux,Anié,Anié 1,Anié,Anie,Case de Sante Kpassacope,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2015,Case de Sante Informelle,Privé,Néant,"{Diagnostic ou traitement du paludisme,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-3c,Point,"[1.53843195,7.78467283]",Plateaux,Anié,Anié 2,Adogbénou,Anie,Case de Sante Kpatala,Nsp,"{Dimanche,Samedi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,Case de Sante Informelle,Privé,MSHPAUS,{Traitement}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-3b,Point,"[1.16111288,7.07283998]",Plateaux,Haho,Haho 3,Kpédomé,Haho 3,Case de Sante la Confiance,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",2021,Case de Sante Informelle,Privé,MSHPAUS,"{autre,Services de soins curatifs de l enfant}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-3a,Point,"[1.30821432,6.90232136]",Plateaux,Haho,Haho 2,Djemegni,Haho,Case de Sante Mawoulawe,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2018,Case de Sante Informelle,Privé,MSHPAUS,{autre}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-39,Point,"[1.39787461,6.60945687]",Maritime,Yoto,Yoto 2,Ahépé,Yoto,Case de Sante Saint Coeur,Nsp,"{Lundi,Mercredi,Mardi,Jeudi,Vendredi,Samedi,Dimanche}",2014,Case de Sante Informelle,Privé,MSHPAUS,"{Services de conseil et de depistage du VIH,Services de soins curatifs de l enfant,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-38,Point,"[1.39773075,7.75586733]",Plateaux,Anié,Anié 2,Adogbénou,Anie,Case de Sante Wanou_Cope,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",2004,Case de Sante Informelle,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,Services d accouchement,Services de consultations prenatales,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-37,Point,"[1.18652846,6.17297207]",Maritime,Golfe,Golfe 5,Aflao-Gakli,Golfe 7,Cabinet Ophtalmologie Sight Vision,Nsp,Nsp,Nsp,USP 1,Privé,Nsp,{Traitement}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-36,Point,"[1.14369043,6.19635715]",Maritime,Golfe,Golfe 7,Aflao-Sagbado,Golfe,Cabinet Médical Don de Dieu,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,USP 2,ONG,MSHPAUS,{Traitement}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-35,Point,"[0.82435403,6.71578977]",Plateaux,Agou,Agou 2,Amoussou-Kopé,Agou,Clinique la Confiance,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,USP 2,ONG,Nsp,"{Diagnostic ou traitement du paludisme,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-34,Point,"[1.16701989,6.27832959]",Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Agoe-nyive 2,Cabinet Médical Bethesda,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2021,USP 1,Privé,MSHPAUS,{autre}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-33,Point,"[1.51193,7.13221667]",Plateaux,Moyen-Mono,Moyen-Mono 1,Tado,Moyen-mono/tado,dispensaire de Klikome,Nsp,Nsp,Nsp,USP 1,Confessionnel,Nsp,{Traitement}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-32,Point,"[1.21404015,6.13523984]",Maritime,Golfe,Golfe 4,Amoutivé,Golfe 4,Cabinet Medical Dr K. V. J ohn,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Nsp,USP 1,Privé,MSHPAUS,{Traitement}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-31,Point,"[0.01461333,11.10155]",Savanes,Cinkassé,Cinkassé 1,Cinkassé,Cinkassé /cinkassé,Pharmacie Depot Le Sauveur,Nsp,Nsp,Nsp,USP 1,Nsp,Nsp,{Traitement}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-30,Point,"[1.13978014,6.24961897]",Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Agoe nyive 2,Cabinet Medical St Jonas,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2021,USP 1,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,Services de planification familiale,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-2f,Point,"[1.51742074,6.40221499]",Maritime,Vo,Vo 3,Dagbati,Vo,USP Apawohonou,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2020,USP 1,Privé,Néant,"{Diagnostic ou demande d examen de crachats,Diagnostic ou traitement du paludisme,Traitement ou suivi therapeutique de la tuberculose,Services d accouchement,Services de consultations prenatales,Services de planification familiale,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-2e,Point,"[1.56936082,6.47115296]",Maritime,Vo,Vo 3,Dzrékpo,Dzrékpo,USP Dzrekpo,N/a,N/a,N/a,USP 1,Public,N/a,N/a
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-2d,Point,"[1.23683729,6.33291298]",Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Adétikopé,CMS La santé avant tout,N/a,N/a,N/a,CMS,Privé,N/a,N/a
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-2c,Point,"[1.13236834,6.23364307]",Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Sanguera,Clinique médicale Les Victorieux,N/a,N/a,N/a,Nsp,Privé,N/a,N/a
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-2b,Point,"[1.26545125,6.15043451]",Maritime,Golfe,Golfe 1,Bè-Est,Be,Secours Medical Ste Victoire,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,USP 1,Privé,MSHPAUS,{autre}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-2a,Point,"[1.20825,6.1927]",Maritime,Golfe,Golfe 3,Bè-Ouest,Agbalepedo                                        ,"Cabinet Medical ""specialise""                      ",N/a,N/a,N/a,Infirmerie,Privé,N/a,N/a
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-29,Point,"[1.24706,6.19837]",Maritime,Golfe,Golfe 2,Bè-Centre,Hedzranawoe,Cabinet Medical Le Capricorne,N/a,N/a,N/a,USP 1,Privé,N/a,N/a
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-28,Point,"[1.20135,6.19486]",Maritime,Golfe,Golfe 5,Aflao-Gakli,Agbalepedo                                        ,Cabinet Medical St Raphael Archange               ,N/a,N/a,N/a,USP 1,Privé,N/a,N/a
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-27,Point,"[1.05809714,10.11019145]",Kara,Kéran,Kéran 3,Nadoba,Pimini,USP Pimini,Nsp,Nsp,Nsp,USP 1,Public,Nsp,{Traitement}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-26,Point,"[1.23313,6.19663]",Maritime,Golfe,Golfe 3,Bè-Ouest,Kegue                                             ,Disp Jean-jacque Bazin                            ,N/a,N/a,N/a,USP 1,Privé,N/a,N/a
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-25,Point,"[1.16975068,6.22038816]",Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Agoe-nyive,Cabinet Médical Santé 24,05 BP 45,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2018,USP 1,Privé,MSHPAUS,{autre}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-24,Point,"[1.16499815,6.27269873]",Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Legbassito,Cabinet Medical Grace A Dieu,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2019,USP 1,Privé,MSHPAUS,"{Services d accouchement,Services de planification familiale,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-23,Point,"[1.14765135,6.23981181]",Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Agoé-niyve 2,Cabinet Bon Secours Ayedze,Nsp,"{Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",2022,USP 1,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,Services d accouchement,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-22,Point,"[1.20463109,6.20135742]",Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agoé-nyvie 1,Clinique Fadel 2,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",2018,USP 2,Privé,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Diagnostic ou traitement du paludisme,Service d urgence,Traitement ou suivi therapeutique de la tuberculose,Service d imagerie medicale,Service de reeducation fonctionnelle,Gyneco-obstetrique,Services de CPC,Services de sante destines aux adolescents,Services de soins et d appui en matiere de VIH/SIDA,Soins obstetricaux neonatals d urgence de base}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-21,Point,"[1.17210181,6.24787831]",Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agoe niyve,Clinique Medicale G2A,13 BP 318,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",2013,USP 2,Privé,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Stockage medicaments vaccins produits contraceptifs,Services de planification familiale,Services de laboratoire,Services de consultations prenatales,Service d urgence,Service d imagerie medicale,Service d hygiene et d assainissement,Gyneco-obstetrique,Diagnostic ou traitement du paludisme,Diagnostic-prise en charge integree maladies non transmissibles}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-20,Point,"[1.18253667,6.22829333]",Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agoe nyive 1,CMS Dr Rachel Jones,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2011,USP 2,Confessionnel,MSHPAUS,"{Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Services de laboratoire,Stockage medicaments vaccins produits contraceptifs}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-1f,Point,"[1.19003667,6.23090333]",Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agoe nyive,CMS Lero (ONG seefa),Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2011,USP 2,ONG,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Service d imagerie medicale,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Traitement antiretroviral (VIH-SIDA),autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-1e,Point,"[1.13791578,6.2550468]",Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Agoe nyive 2,Cabinet de Soins Infirmiers la Victoire,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2019,USP 1,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-1d,Point,"[1.135655,6.26031333]",Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Agoe nyive 2,Cabinet Medical la Fraternite,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2008,USP 1,Privé,MSHPAUS,"{Gyneco-obstetrique,Services d accouchement,Services de consultations prenatales,Diagnostic ou traitement du paludisme}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-1c,Point,"[1.15550912,6.23922877]",Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Agoé niyve 2,Cabinet Medical Mawuli,Nsp,"{Mardi,Lundi,Mercredi,Jeudi,Vendredi}",2017,USP 1,Privé,MSHPAUS,"{Services d accouchement,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-1b,Point,"[1.14716074,6.25450593]",Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Agoe nyive 2,Clinique d'Accouchement Eutocique Don de Dieu,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2021,USP 2,Privé,MSHPAUS,"{Gyneco-obstetrique,Services d accouchement,Services de consultations prenatales}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-1a,Point,"[1.1372873,6.2560077]",Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Agoe nyive 2,CMS ONG Touboh,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2014,USP 2,ONG,MSHPAUS,"{Diagnostic ou traitement du paludisme,Services de consultations prenatales,Services de planification familiale,Services d accouchement}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-19,Point,"[1.1475961,6.2509083]",Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Legbassito,Poste de Secours Jesus Sauveur,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2017,USP 1,Privé,MSHPAUS,"{autre,Diagnostic ou traitement du paludisme}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-18,Point,"[1.15095004,6.24917984]",Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Agoe nyive 2,Poste de Secours la Victoire,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2015,USP 1,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,Services d accouchement,Services de planification familiale,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-17,Point,"[1.15012833,6.25512833]",Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Agoe nyive 2,Secours Medical Blanc- Blanc,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2021,USP 1,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,Service de reeducation fonctionnelle}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-16,Point,"[1.15579452,6.22838732]",Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Agoe nyive 5,CMS Dieu Donne,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2020,USP 1,Privé,MSHPAUS,"{Services d accouchement,Diagnostic ou traitement du paludisme,Services de consultations prenatales,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-15,Point,"[1.11211207,6.24807538]",Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Agoe nyive 5,Poste de Secours Rehoboth,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Nsp,USP 1,Nsp,MSHPAUS,"{Diagnostic ou traitement du paludisme,Services d accouchement,Services de consultations prenatales}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-14,Point,"[1.14475394,6.23526338]",Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Agoe nyive,Cabinet Médical St Antoine de Padoue,Nsp,"{Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",2015,USP 1,Privé,MSHPAUS,{autre}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-13,Point,"[1.12305543,6.24107386]",Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Agoe nyive 5,Cabinet Medical Jerusalem,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2021,USP 1,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,Services de conseil et de depistage du VIH,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-12,Point,"[1.15339882,6.2294903]",Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Agoe nyive 5,Cabinet Medical la Guerison Assuree,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2018,USP 1,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-11,Point,"[1.12882537,6.2427903]",Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Agoe nyive 5,Centre de Sante la Gloire de Dieu,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2010,USP 1,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,Services de consultations prenatales}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-10,Point,"[1.14277085,6.22983004]",Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Agoé nyivé 5,Centre de Sante Mon Souhait,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2019,USP 1,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-f,Point,"[1.1460305,6.22910938]",Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Agoe nyive 5,CMS l'Eternel Guérit,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2016,USP 1,ONG,MSHPAUS,"{Diagnostic ou traitement du paludisme,Services d accouchement,Services de planification familiale,autre,Services de consultations prenatales}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-e,Point,"[1.11901833,6.24349333]",Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Agoé nyivé 5,Centre de Secours Medical la Grace,Nsp,"{Lundi,Mardi,Jeudi,Mercredi,Vendredi,Samedi,Dimanche}",Nsp,USP 1,Privé,MSHPAUS,"{Services de consultations prenatales,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-d,Point,"[1.0975677,6.19504032]",Maritime,Golfe,Golfe 7,Aflao-Sagbado,Golfe,Post de Secours Sitsope,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2021,USP 1,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,autre,Services de planification familiale}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-c,Point,"[1.59643224,6.22780018]",Maritime,Lacs,Lacs 1,Aného,Lacs,CMS Lanmesin,BP 03,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2006,USP 2,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Services d accouchement,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-b,Point,"[1.12246037,6.23676351]",Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Agoe nyive 5,CMS Amct,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Dimanche}",2020,USP 1,Privé,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de soins curatifs de l enfant,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-a,Point,"[1.1296199,6.2332912]",Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Agoe nyive,CMS Bethesda,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2022,USP 1,Privé,MSHPAUS,{autre}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-9,Point,"[1.13963888,6.23683064]",Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Agoe nyive,CMS Emmanuel,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,USP 1,Privé,MSHPAUS,"{Chirurgie generale,Diagnostic ou demande d examen de crachats,Diagnostic-prise en charge integree maladies non transmissibles,Traitement ou suivi therapeutique de la tuberculose,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Service d hygiene et d assainissement,Service d imagerie medicale,Service d urgence}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-8,Point,"[1.12934098,6.23982526]",Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Agoe nyive 5,CMS Fafa,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2015,USP 1,ONG,MSHPAUS,{Traitement}
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-7,Point,"[1.13415592,6.23470799]",Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Agoe nyive 5,CMS Grace Plus,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2019,USP 2,ONG,MSHPAUS,"{Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Services d accouchement,Services de consultations prenatales,Services de planification familiale,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-6,Point,"[1.13554502,6.25134075]",Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Agoe nyive 2,CMS la Providence,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Nsp,USP 1,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-5,Point,"[1.12437583,6.25653912]",Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Agoe nyive 2,Poste de Secours l'Eternel Guerira,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2020,USP 1,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,Services de planification familiale,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-4,Point,"[1.09946694,6.19816756]",Maritime,Golfe,Golfe 7,Aflao-Sagbado,Golfe,Poste de Secours la Main de Dieu,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",2021,USP 1,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-3,Point,"[1.14004333,6.23124361]",Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Agoe nyive 5,CMS la Province,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2015,USP 1,Privé,MSHPAUS,"{Service d hygiene et d assainissement,Diagnostic ou traitement du paludisme,Services d accouchement,Services de consultations prenatales,Services de planification familiale,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-2,Point,"[1.13084631,6.23234631]",Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Agoe nyive 5,CMS la Volonte,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2013,USP 1,Association,MSHPAUS,"{Diagnostic ou traitement du paludisme,autre}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_-1,Point,"[1.1133503,6.22967686]",Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Agoe nyive 5,CMS Sanguera,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1945,USP 2,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux neonatals d urgence de base,Traitement antiretroviral (VIH-SIDA)}"
_mview_sant_etablissements_sante.fid--4a2be73b_19ea7efbae1_0,Point,"[1.11502148,6.25863812]",Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Agoe nyive 5,CMS Source de Vie,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2019,USP 1,Privé,MSHPAUS,"{Diagnostic ou traitement du paludisme,Services de consultations prenatales,Services d accouchement}"
