FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,nom_fs,etab_adr,ouverture_jour,annee,etablissement_type,secteur,ministere_tutelle,services_proposes,geometry
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_578f,Plateaux,Amou,Amou 3,Otadi,Amou,USP Didokpo,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1968,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Service d hygiene et d assainissement,Service d urgence,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (1.0409983333333341 7.650144999999999)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5790,Kara,Bassar,Bassar 2,Dimori,Bassar,USP Dimori,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",2018,USP 1,Public,MSHPAUS,"{autre,Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de vaccination de l enfant,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (0.5963216666666666 9.203358333333332)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5791,Centrale,Blitta,Blitta 3,Diguengué,Blitta,USP Dinguengue,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",2006,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux neonatals d urgence de base}",POINT (0.6398962089126436 8.083706523166086)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5792,Maritime,Zio,Zio 1,Abobo,Zio/djagble,USP Djagble,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1953,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Service d hygiene et d assainissement,Service d urgence,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (1.2844607423308354 6.2643415514471075)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5793,Kara,Kozah,Kozah 4,Djamdè,Djamde,USP Djamde,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1982,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Soins obstetricaux et neonatals d urgence complets,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (1.0486887302126287 9.510982753189806)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5794,Maritime,Zio,Zio 2,Kovié,Zio/kovie,USP Djemekey,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",1976,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Service d hygiene et d assainissement,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Traitement antiretroviral (VIH-SIDA)}",POINT (1.0504933333333328 6.325095000000001)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5795,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Pogno,Kpendjal ouest,USP Djignandjoaga,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2014,USP 2,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA),autre}",POINT (0.4851703779802997 10.99635814325927)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5796,Plateaux,Agou,Agou 2,Agotimé-Nord,Agou,USP Doglobo,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2016,USP 1,Public,MSHPAUS,"{Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Service d hygiene et d assainissement,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Soins obstetricaux et neonatals d urgence complets,Soins obstetricaux neonatals d urgence de base,Services de sante destines aux adolescents,Stockage medicaments vaccins produits contraceptifs}",POINT (0.8038971469422315 6.670829575056043)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5797,Centrale,Blitta,Blitta 1,Doufouli,Blitta,USP Doufouli,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2006,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA),Soins obstetricaux neonatals d urgence de base,autre}",POINT (0.9308593636996086 8.308106286939871)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5798,Maritime,Vo,Vo 2,Togoville,Vo,USP Ekpui,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1992,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Service d hygiene et d assainissement,Service d urgence,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Soins obstetricaux et neonatals d urgence complets,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (1.4480999999999997 6.253014999999999)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5799,Savanes,Tandjoaré,Tandjoaré 2,Doukpergou,Tandjouare/doukpelou,USP Doukpelou,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2003,USP 1,Public,MSHPAUS,"{Chirurgie generale,Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Service d hygiene et d assainissement,Service d urgence,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA),autre}",POINT (0.0674220763983864 10.661041450010124)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_579a,Plateaux,Wawa,Wawa 3,Doumé,Wawa,USP Doume,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2010,USP 1,Public,MSHPAUS,"{Chirurgie generale,Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Service d urgence,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Soins obstetricaux et neonatals d urgence complets,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (0.7897917063112522 7.549359835064151)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_579b,Maritime,Yoto,Yoto 3,Essé-Godjin,Yoto/esse-godjin,USP Esse Ana,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA),autre}",POINT (1.56392299978601 6.709605891248371)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_579c,Maritime,Yoto,Yoto 2,Tchékpo,Yoto,USP Esse Nadje Zogbedji,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",1992,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Services d accouchement,Services de CPC,Services de consultations prenatales,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Traitement antiretroviral (VIH-SIDA),Prevention de la transmission mere-enfant VIH,Stockage medicaments vaccins produits contraceptifs,Services de planification familiale,Services de conseil et de depistage du VIH}",POINT (1.3385549999999997 6.583586666666665)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_579d,Plateaux,Amou,Amou 3,Evou,Amou,USP Evou Apegame,Nsp,Nsp,Nsp,USP 1,Public,Nsp,{Traitement},POINT (1.0244266738976255 7.547904132382882)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_579e,Plateaux,Amou,Amou 3,Gamé,Ogou 3,USP Game,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1993,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Prevention de la transmission mere-enfant VIH,Services de soins curatifs de l enfant,Services de planification familiale}",POINT (1.0661898103358287 7.73908104818268)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_579f,Plateaux,Amou,Amou 1,Amlamé (Ouma),Amou3,USP Ezime,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Service d hygiene et d assainissement,Service de reeducation fonctionnelle,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (0.9406850000000002 7.487908333333335)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_57a0,Savanes,Oti,Oti 1,Faré,Oti,USP Fare,S/C BP 11,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1972,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Stockage medicaments vaccins produits contraceptifs,autre}",POINT (0.3926831862206165 10.181872222885946)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_57a1,Plateaux,Agou,Agou 1,Gadja,Agou / gadzagan,USP Gadza Wukpe,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",1999,USP 1,Public,MSHPAUS,"{Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Service de reeducation fonctionnelle,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant}",POINT (0.7505716009638019 6.8290442689992465)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_57a2,Centrale,Mô,Mô 1,Boulohou,Fazao,USP Fazao,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1990,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (0.7729810728354556 8.691522418098806)
